"Fath_t1.p1","Fath_t1.p2","Fath_t1.p3","Fath_t2.p1","Fath_t2.p2","Fath_t2.p3","Fath_t3.p1","Fath_t3.p2","Fath_t3.p3","Moth_t1.p1","Moth_t1.p2","Moth_t1.p3","Moth_t2.p1","Moth_t2.p2","Moth_t2.p3","Moth_t3.p1","Moth_t3.p2","Moth_t3.p3"
2.91066666666667,2.32366666666667,2.835,2.861,2.98333333333333,3.519,1.79733333333333,2.62,3.3455,2.81866666666667,2.70866666666667,3.4085,2.83633333333333,3.33333333333333,3.3825,3.33633333333333,3.32766666666667,3.258
2.57266666666667,3.00066666666667,3.113,2.80433333333333,2.597,3.19,3.13,3.24133333333333,3.032,2.79333333333333,3.316,3.1975,2.976,3.23766666666667,2.852,3.03,3.54133333333333,3.0535
2.31466666666667,2.526,3.2385,2.41466666666667,2.17833333333333,2.4305,2.59466666666667,1.956,2.865,2.314,2.243,3.293,1.177,1.67966666666667,2.4765,1.16666666666667,1.89033333333333,2.1265
2.34833333333333,2.82166666666667,3.0095,2.046,2.813,2.9245,2.65633333333333,3.267,2.8405,2.353,2.93566666666667,2.863,2.28533333333333,2.41466666666667,2.826,3.02533333333333,3.27133333333333,2.724
1.643,2.463,3.5315,2.278,2.726,2.6435,2.772,2.51466666666667,2.614,3.76133333333333,3.476,3.7505,3.95833333333333,2.99066666666667,3.0825,3.28533333333333,3.969,3.19
1.48066666666667,2.27266666666667,2.423,1.08,1.90433333333333,1.4765,2.35633333333333,2.726,2.6665,1.916,2.351,2.1705,2.45733333333333,2.29266666666667,2.5525,3.35,2.87166666666667,2.875
2.55133333333333,2.62766666666667,3.107,2.40433333333333,3.17166666666667,3.2935,2.51866666666667,3.36233333333333,3.2025,2.722,2.579,2.803,3.23166666666667,2.61533333333333,2.8465,3.72366666666667,3.08366666666667,3.42
2.027,1.79866666666667,1.9145,2.32133333333333,2.303,3.0225,1.65666666666667,2.60866666666667,2.1195,3.17733333333333,3.057,2.469,2.45266666666667,3.09566666666667,2.762,1.481,1.643,2.485
2.67033333333333,2.139,2.501,2.33233333333333,2.804,2.765,2.07466666666667,2.143,2.819,2.67133333333333,2.87233333333333,2.2015,2.427,3.429,2.74,1.93466666666667,3.02433333333333,2.909
2.57233333333333,2.60233333333333,3.599,1.97733333333333,2.11033333333333,2.812,2.38066666666667,2.57066666666667,2.9785,2.61033333333333,2.78366666666667,2.792,1.85433333333333,2.74766666666667,2.9595,2.626,3.19766666666667,3.515
2.89866666666667,2.01133333333333,2.792,2.73133333333333,2.59966666666667,3.4105,3.13766666666667,2.387,3.5395,3.79466666666667,2.93566666666667,4.226,3.25566666666667,3.719,3.8965,3.08933333333333,3.88666666666667,4.12
2.57166666666667,2.692,2.8665,1.96266666666667,2.972,2.6235,2.779,3.11533333333333,3.7415,2.76133333333333,2.79166666666667,2.637,2.877,3.02733333333333,3.147,2.22266666666667,2.67866666666667,2.957
3.2,3.14966666666667,3.049,3.348,2.96966666666667,3.1455,2.66066666666667,2.99733333333333,3.26,2.12833333333333,2.59433333333333,2.972,2.31533333333333,2.54633333333333,3.105,1.962,2.451,2.4435
2.651,2.774,2.36,3.279,2.468,2.6385,3.21166666666667,2.50633333333333,3.211,3.19966666666667,2.71966666666667,3.706,2.614,2.902,3.39,2.00266666666667,1.89733333333333,2.314
3.343,3.798,3.041,3.22333333333333,3.66833333333333,3.0825,3.13966666666667,3.12866666666667,3.187,3.093,2.875,2.8385,2.97066666666667,3.07966666666667,3.172,1.87433333333333,1.797,1.841
2.79033333333333,3.049,3.756,2.07533333333333,2.29933333333333,3.0305,2.505,2.316,3.3735,1.55333333333333,2.15766666666667,1.8435,1.747,1.87566666666667,1.7085,1.86766666666667,2.17533333333333,1.921
1.79133333333333,2.25333333333333,2.4225,1.91466666666667,2.10933333333333,2.4105,1.911,1.51833333333333,2.1875,2.74033333333333,3.00433333333333,2.46,2.21366666666667,2.54133333333333,2.2385,2.21466666666667,1.95033333333333,2.186
2.32966666666667,2.40866666666667,3.193,2.84333333333333,2.56466666666667,2.9415,2.217,1.60366666666667,2.6565,3.06,2.52466666666667,2.4455,3.172,3.02233333333333,3.57,3.171,3.47,3.9955
2.87133333333333,2.39466666666667,2.8935,1.61,1.74833333333333,2.1275,2.42066666666667,2.89633333333333,2.7365,3.012,2.801,2.9805,2.436,2.41033333333333,2.825,2.936,3.30133333333333,3.3255
3.06533333333333,2.768,3.1735,2.473,2.83433333333333,2.434,3.06233333333333,3.41966666666667,3.297,2.12466666666667,2.52433333333333,1.9615,1.48233333333333,2.29,1.9255,1.821,2.398,1.1695
2.41966666666667,2.906,3.3575,2.007,2.62133333333333,3.284,1.77933333333333,2.12766666666667,2.0115,2.06666666666667,2.259,2.0545,1.506,2.66766666666667,1.5185,1.28,2.07833333333333,2.236
2.152,2.161,2.6815,1.476,2.11166666666667,2.0625,3.268,3.093,2.8245,2.83633333333333,2.88,2.621,2.756,3.06933333333333,3.034,3.19533333333333,3.746,3.6975
3.44,3.52066666666667,3.7845,3.34666666666667,3.28833333333333,4.14,2.916,3.342,3.471,2.64466666666667,2.96333333333333,2.8145,2.47666666666667,2.68233333333333,2.4695,2.43066666666667,2.39933333333333,2.551
2.51233333333333,3.33333333333333,3.007,2.27666666666667,2.58466666666667,2.248,2.07066666666667,2.04633333333333,2.2945,2.03866666666667,2.73933333333333,1.5705,1.90566666666667,2.54633333333333,2.5925,2.07966666666667,2.161,2.691
3.54333333333333,3.471,3.3965,2.91333333333333,2.61466666666667,3.627,3.16833333333333,2.60766666666667,3.359,2.322,2.38466666666667,2.469,2.19,2.266,2.846,1.84066666666667,1.85233333333333,2.455
2.23333333333333,3.01366666666667,3.188,2.782,3.565,4.0405,2.01966666666667,2.85,3.0085,3.674,3.74666666666667,4.2225,3.31666666666667,3.36266666666667,3.0935,3.34466666666667,3.24266666666667,3.25
2.899,3.21933333333333,3.9935,3.21466666666667,3.452,4.2005,3.25933333333333,3.901,4.052,3.641,2.95566666666667,3.115,2.83333333333333,2.65266666666667,2.559,2.08833333333333,1.82166666666667,1.692
3.01566666666667,1.66966666666667,2.6205,2.282,2.19166666666667,2.0505,2.43733333333333,2.11633333333333,2.8275,2.01233333333333,2.28266666666667,2.5875,2.34066666666667,3.14466666666667,3.2245,1.544,2.46733333333333,3.1595
3.06166666666667,2.89766666666667,3.619,3.15466666666667,3.21833333333333,2.86,2.89133333333333,2.32966666666667,2.8845,2.67,2.77866666666667,3.44,2.22366666666667,2.261,2.84,2.695,3.3,3.1665
2.583,2.66166666666667,3.2155,3.34366666666667,3.80566666666667,3.0195,3.05366666666667,3.61533333333333,3.3745,3.23566666666667,3.52233333333333,4.4855,3.55533333333333,4.38433333333333,4.257,2.816,3.10366666666667,3.685
2.47566666666667,2.805,3.4075,2.74866666666667,2.98633333333333,3.399,3.015,3.29466666666667,3.46,2.805,3.32966666666667,3.8005,2.859,3.28433333333333,3.5035,2.722,2.495,3.03
2.20766666666667,3.36166666666667,2.1265,2.42766666666667,2.909,2.6685,3.262,3.146,3.05,2.85133333333333,2.71633333333333,2.2385,2.51533333333333,2.30966666666667,2.622,2.58833333333333,2.89266666666667,2.7155
2.964,2.92866666666667,3.8265,3.55766666666667,3.54633333333333,3.782,3.03533333333333,3.14633333333333,3.6815,2.71533333333333,3.07166666666667,3.3965,3.043,3.615,3.3075,3.248,3.75933333333333,4.107
1.828,2.41533333333333,2.2795,3.22466666666667,3.23033333333333,3.38,2.24466666666667,2.62033333333333,2.0945,4.12833333333333,4.38933333333333,4.7975,4.05733333333333,3.81,4.143,3.50666666666667,3.78133333333333,4.0305
2.53966666666667,2.89233333333333,2.8395,2.87333333333333,2.97766666666667,3.427,2.59366666666667,2.91066666666667,3.138,3.709,3.177,3.459,3.67366666666667,3.15333333333333,3.1665,2.64,2.46433333333333,2.584
3.14733333333333,3.125,3.2905,2.98433333333333,3.83966666666667,3.4495,2.482,3.26833333333333,3.1935,2.37733333333333,2.767,2.18,2.928,3.48733333333333,2.9745,3.291,3.56833333333333,3.2255
2.729,2.86966666666667,2.5045,2.72733333333333,2.454,3.22,3.349,2.69266666666667,2.677,3.573,3.063,2.5675,2.74366666666667,2.743,2.62,3.861,3.47066666666667,3.2585
3.172,3.729,3.228,3.17766666666667,3.765,3.978,2.76733333333333,3.18233333333333,3.1225,3.131,3.81433333333333,3.575,3.77433333333333,3.582,3.675,3.52366666666667,3.60733333333333,3.285
2.70433333333333,3.38133333333333,3.3925,2.96766666666667,3.027,3.8055,1.94866666666667,2.42666666666667,2.7325,2.629,2.92966666666667,3.152,2.951,3.12366666666667,2.822,2.96,2.97566666666667,2.837
2.36066666666667,2.41,2.9345,2.75633333333333,3.028,3.664,2.64333333333333,3.336,3.379,3.81433333333333,3.40166666666667,4.2415,3.675,3.599,4.0755,3.19333333333333,3.14266666666667,3.771
1.84666666666667,2.246,2.833,1.96166666666667,2.753,2.6285,2.03966666666667,2.57333333333333,2.592,2.43733333333333,2.77166666666667,2.5705,2.913,3.013,2.882,2.64533333333333,2.91,2.591
2.83833333333333,2.58733333333333,3.199,2.465,3.24333333333333,3.6585,2.553,3.16866666666667,3.2935,3.68133333333333,3.15666666666667,3.5875,2.92433333333333,3.24133333333333,3.125,3.372,3.22766666666667,4.055
2.30933333333333,2.52166666666667,2.6,2.76966666666667,2.86866666666667,3.121,2.518,2.385,2.733,2.47733333333333,2.73233333333333,2.7095,2.23233333333333,2.469,2.425,2.47166666666667,3.529,3.162
2.39766666666667,2.48366666666667,3.342,2.734,2.307,2.681,2.416,2.186,2.763,2.842,3.559,3.834,2.92433333333333,3.05466666666667,3.4935,3.19833333333333,3.65466666666667,2.7645
2.197,2.71666666666667,3.2095,1.65733333333333,2.531,2.9875,2.37266666666667,3.515,3.943,3.19966666666667,3.37733333333333,3.317,2.47333333333333,2.50933333333333,2.8185,2.83966666666667,2.94433333333333,3.4665
2.86266666666667,2.28633333333333,3.3475,2.036,2.19633333333333,3.0665,2.365,3.058,3.389,2.49133333333333,2.64966666666667,3.068,1.98033333333333,2.31333333333333,2.6085,2.979,3.19033333333333,2.9985
1.666,2.48066666666667,3.696,2.10166666666667,2.61966666666667,3.288,2.61833333333333,2.83,3.1295,2.06833333333333,1.96066666666667,2.713,2.25733333333333,3.02733333333333,2.2605,2.48066666666667,2.37633333333333,3.2745
2.08133333333333,1.66433333333333,1.6755,2.404,2.94733333333333,2.6005,2.82466666666667,3.06166666666667,2.707,2.26133333333333,1.84633333333333,1.986,2.25133333333333,2.536,2.9245,1.94866666666667,2.267,3.1785
2.23666666666667,2.74233333333333,2.413,2.16833333333333,2.57066666666667,2.4,2.79766666666667,2.579,2.613,1.53033333333333,2.53533333333333,2.5935,2.37233333333333,2.50466666666667,2.1475,3.11266666666667,2.92533333333333,2.463
2.171,3.13466666666667,3.5805,2.68866666666667,3.229,2.791,3.977,3.45566666666667,4.1225,2.389,2.78,3.057,2.96,3.88333333333333,3.57,2.72066666666667,2.58266666666667,3.504
2.784,3.331,3.505,3.53533333333333,3.712,3.3905,3.074,2.81666666666667,3.543,3.991,4.12,4.8515,4.269,4.55466666666667,4.8105,4.17233333333333,4.096,4.4
2.58066666666667,2.52066666666667,2.5035,2.44733333333333,2.83066666666667,2.705,2.62133333333333,3.59266666666667,3.2985,1.90266666666667,2.76,2.075,2.41733333333333,2.719,2.4805,2.23633333333333,2.593,2.662
2.00166666666667,2.48633333333333,2.3695,1.98533333333333,1.87333333333333,2.7485,1.82066666666667,3.06033333333333,2.5955,1.212,2.17266666666667,2.2925,1.899,2.03866666666667,2.0695,2.242,1.92966666666667,2.36
1.84066666666667,2.395,2.3535,3.00166666666667,2.801,2.4795,3.36566666666667,2.752,2.7195,2.238,2.158,2.6025,2.27433333333333,2.479,2.6685,2.28,2.22866666666667,2.347
2.88033333333333,3.20366666666667,3.005,3.146,3.01866666666667,3.197,2.99433333333333,3.03566666666667,3.656,4.13833333333333,4.56933333333333,5.5075,3.89766666666667,3.66466666666667,4.061,3.08933333333333,4.21066666666667,3.3625
1.95966666666667,2.33766666666667,2.793,1.99566666666667,2.40466666666667,3.1555,2.679,3.06033333333333,2.6855,2.858,3.12066666666667,3.4565,2.58,2.659,3.38,2.226,2.20366666666667,3.089
1.87166666666667,2.613,1.455,2.12866666666667,2.741,2.163,1.87633333333333,2.82166666666667,1.996,2.50933333333333,3.02,2.529,1.72766666666667,2.89966666666667,2.2235,2.22266666666667,2.26966666666667,1.892
2.393,2.95033333333333,3.6,2.61966666666667,3.449,2.8425,3.14,2.359,3.2245,3.29266666666667,3.60033333333333,4.6595,4.20066666666667,3.68533333333333,4.036,3.76866666666667,3.643,3.757
3.74133333333333,2.99266666666667,4.3035,3.565,3.407,3.574,2.73933333333333,3.65066666666667,3.343,3.02366666666667,3.27433333333333,3.402,3.02333333333333,3.37466666666667,4.02,2.94933333333333,3.30566666666667,3.883
3.19233333333333,3.43266666666667,2.9205,3.45266666666667,3.29933333333333,2.6635,2.99833333333333,3.41233333333333,3.53,2.95533333333333,3.72833333333333,3.8345,3.65933333333333,3.587,3.5975,3.087,2.855,2.8845
2.32766666666667,3.129,3.3265,2.94133333333333,3.145,3.9885,2.743,2.736,2.8725,3.79066666666667,3.772,4.024,3.85,3.672,3.513,3.94066666666667,3.943,3.9515
2.68233333333333,2.90633333333333,2.7675,2.15666666666667,2.32933333333333,2.629,2.68966666666667,2.43633333333333,2.762,2.21266666666667,2.55333333333333,2.567,2.45766666666667,2.86266666666667,2.2475,2.54866666666667,2.99833333333333,2.178
2.795,2.86833333333333,3.4235,2.88866666666667,2.98233333333333,3.535,3.36733333333333,3.51733333333333,3.601,3.05733333333333,3.10066666666667,3.1605,2.52966666666667,3.149,2.9235,2.796,3.43333333333333,3.349
2.39633333333333,2.90233333333333,3.043,2.65566666666667,2.874,3.196,2.39333333333333,2.61166666666667,2.352,3.40333333333333,3.31633333333333,3.4365,2.643,2.99,2.3005,2.662,3.18633333333333,2.171
2.269,2.961,3.2365,2.60766666666667,2.82333333333333,3.461,3.16866666666667,2.893,2.987,3.36933333333333,4.01933333333333,3.1365,3.97566666666667,3.40733333333333,3.8185,3.52466666666667,3.253,3.4075
2.147,2.26066666666667,2.9535,1.28266666666667,1.996,2.147,2.48766666666667,2.47266666666667,2.49,2.03,2.48166666666667,2.3555,2.26566666666667,2.47433333333333,2.3935,2.983,3.062,2.9095
3.99233333333333,3.649,3.995,3.24,3.95066666666667,4.273,2.84633333333333,3.28,3.704,2.50033333333333,2.86833333333333,3.4015,3.22066666666667,3.434,3.296,2.68133333333333,2.941,2.706
3.969,3.34833333333333,4.196,4.096,3.13166666666667,3.6195,2.985,3.77766666666667,3.7175,2.41533333333333,2.22866666666667,3.095,2.31,2.54933333333333,3.168,1.75633333333333,1.96333333333333,2.064
2.04066666666667,2.852,1.506,2.71066666666667,2.263,1.924,3.06933333333333,2.202,2.0485,2.77433333333333,2.542,2.489,2.88566666666667,2.30966666666667,2.6545,2.458,2.55833333333333,1.974
2.65333333333333,3.1,3.149,2.181,2.7,3.4615,2.099,3.61166666666667,3.0965,1.74966666666667,2.754,2.9445,2.388,3.013,3.4225,2.963,2.61033333333333,3.1725
2.64566666666667,3.20166666666667,2.645,1.962,2.36966666666667,2.538,2.802,2.32433333333333,2.8905,1.29566666666667,1.93233333333333,1.7095,2.04233333333333,2.05,2.0745,1.29766666666667,1.62233333333333,1.715
3.261,2.756,2.376,3.05133333333333,3.246,3.4395,2.79033333333333,3.23233333333333,3.0535,2.78266666666667,2.70566666666667,4.0265,3.21133333333333,3.363,3.8405,1.92166666666667,1.78566666666667,2.873
1.886,2.60766666666667,3.2525,2.68733333333333,2.58466666666667,3.41,2.12133333333333,2.29333333333333,2.4965,2.59333333333333,2.97533333333333,3.3105,2.846,3.397,3.536,2.96233333333333,3.51733333333333,3.6315
2.54533333333333,2.61933333333333,3.203,2.90433333333333,2.59866666666667,2.906,3.118,2.95466666666667,3.3075,2.87733333333333,3.471,3.1015,2.96566666666667,3.29333333333333,3.291,2.53833333333333,3.04766666666667,2.4865
2.728,2.77566666666667,2.956,2.522,3.322,2.8545,3.08633333333333,3.038,3.3555,2.88833333333333,2.96066666666667,3.0945,2.656,3.055,3.231,2.245,2.745,2.763
2.711,2.47566666666667,2.222,2.747,2.442,2.6185,3.237,2.61133333333333,2.724,3.56066666666667,3.20733333333333,3.9945,3.47533333333333,3.34766666666667,3.7165,2.72066666666667,2.82433333333333,2.9185
2.06166666666667,2.55666666666667,3.036,1.37766666666667,2.20566666666667,2.2395,2.067,2.385,2.237,1.51,1.86866666666667,1.7005,1.96533333333333,2.16666666666667,2.369,1.602,1.712,1.788
2.20666666666667,3.015,2.935,2.36066666666667,2.26666666666667,3.114,2.49166666666667,2.40633333333333,3.183,2.806,2.506,2.678,3.74566666666667,3.05666666666667,3.3085,2.95966666666667,2.70733333333333,2.6135
2.48233333333333,2.248,2.5695,2.21933333333333,2.492,2.436,2.642,2.88766666666667,3.0485,2.56533333333333,3.183,3.1015,2.747,3.008,3.449,2.77966666666667,3.053,3.1305
2.277,2.537,2.893,2.72833333333333,3.13066666666667,3.619,2.34333333333333,3.088,2.85,2.52166666666667,3.13466666666667,3.586,2.94533333333333,3.14533333333333,3.1635,2.391,2.70033333333333,3.2565
3.04066666666667,3.14133333333333,1.8205,3.58733333333333,3.29833333333333,2.9585,3.29533333333333,3.08366666666667,3.235,3.13,3.526,2.925,3.89133333333333,3.79333333333333,4.5405,3.766,3.829,3.729
1.96333333333333,1.978,3.476,1.50433333333333,2.031,1.886,2.483,2.76033333333333,2.895,2.73566666666667,2.99633333333333,3.0895,2.656,2.87133333333333,2.4115,3.098,3.708,2.483
3.053,2.899,3.038,2.422,2.306,2.507,2.93933333333333,3.10966666666667,3.4655,2.477,2.743,2.645,2.456,3.278,2.231,2.30433333333333,3.47766666666667,2.068
3.00733333333333,3.205,3.64,3.52133333333333,3.51933333333333,3.3555,3.69533333333333,3.39933333333333,3.0545,2.22233333333333,2.97633333333333,3.697,2.69033333333333,2.86633333333333,2.7815,2.58233333333333,3.05466666666667,3.3125
2.81433333333333,3.362,3.3345,3.065,3.55166666666667,3.2365,2.73933333333333,2.60766666666667,3.0915,2.67533333333333,3.50633333333333,2.546,3.09933333333333,2.655,2.403,2.88866666666667,3.701,2.6885
2.64666666666667,2.23133333333333,3.6945,2.60166666666667,3.527,3.1895,2.785,2.55166666666667,3.3245,2.83866666666667,3.25466666666667,2.8825,3.104,2.812,2.3805,3.189,3.19933333333333,3.4835
1.94033333333333,2.28433333333333,2.2085,2.604,2.343,2.956,1.81766666666667,1.898,2.258,2.43866666666667,3.04066666666667,2.7985,3.10466666666667,3.02,2.3745,2.96266666666667,2.87733333333333,3.4885
2.57366666666667,3.32566666666667,2.5645,3.39266666666667,3.429,3.4895,3.423,3.564,3.295,3.485,3.23433333333333,3.828,3.45033333333333,3.79533333333333,3.2665,2.07833333333333,1.95933333333333,2.33
2.48266666666667,2.44733333333333,3.0535,2.75433333333333,2.62766666666667,2.952,2.59166666666667,2.44966666666667,2.9545,3.689,3.36933333333333,3.5515,3.22233333333333,3.05466666666667,3.1735,3.49,3.92433333333333,2.952
1.96866666666667,2.01366666666667,2.795,1.904,2.192,2.063,2.49766666666667,2.588,2.568,2.80633333333333,3.17866666666667,3.1305,2.77466666666667,3.07866666666667,3.3455,2.66566666666667,3.17766666666667,3.0845
2.351,2.282,2.648,2.32166666666667,2.967,3.2045,2.88533333333333,3.19466666666667,3.1255,3.30166666666667,3.43266666666667,3.3545,3.49666666666667,3.74933333333333,4.4765,2.95,3.03233333333333,3.39
2.81366666666667,3.13666666666667,3.896,2.582,3.06733333333333,4.3675,3.48866666666667,4.33466666666667,4.227,2.77066666666667,3.31366666666667,2.9875,2.21766666666667,3.30766666666667,2.616,2.16833333333333,2.236,2.8635
1.90266666666667,2.52233333333333,3.329,2.06833333333333,3.19333333333333,2.1255,2.253,3.09333333333333,2.626,2.25666666666667,3.24266666666667,3.2185,3.25233333333333,3.00366666666667,2.9055,2.669,3,3.0425
3.34433333333333,3.62766666666667,2.881,2.82066666666667,3.67266666666667,3.641,2.936,3.41466666666667,3.047,2.35066666666667,2.15533333333333,2.2705,2.40366666666667,2.20233333333333,2.478,2.379,2.53233333333333,2.519
2.82,2.21133333333333,2.9945,3.10266666666667,2.849,3.2465,2.94766666666667,2.842,3.215,3.21566666666667,3.68033333333333,3.885,3.114,3.13866666666667,3.752,2.64666666666667,3.072,3.8035
2.66833333333333,2.85333333333333,3.65,2.01866666666667,2.35933333333333,2.9445,3.36766666666667,3.50833333333333,3.6445,1.88466666666667,2.05433333333333,1.7165,1.84233333333333,2.28666666666667,2.3585,2.166,2.23566666666667,2.851
2.485,2.77533333333333,2.852,2.67,2.62566666666667,2.5935,2.72166666666667,3.18233333333333,2.7555,2.11366666666667,2.477,2.8875,2.963,3.18633333333333,2.7745,2.772,3.37766666666667,2.946
2.212,2.313,2.611,2.71833333333333,2.64433333333333,2.811,2.03866666666667,2.505,2.7535,4.461,3.929,3.971,3.284,2.91266666666667,4.08,3.74366666666667,4.46366666666667,4.1545
2.96266666666667,3.099,3.673,3.549,3.721,3.8545,3.18866666666667,2.941,3.9305,3.56433333333333,3.125,3.4315,3.069,3.012,3.4765,2.361,2.32733333333333,2.9185
2.059,2.35,2.5505,2.44733333333333,2.79566666666667,2.528,3.87633333333333,3.59233333333333,3.4565,2.49066666666667,3.11433333333333,2.9175,2.41333333333333,2.776,3.355,3.14133333333333,3.31133333333333,3.3225
3.25666666666667,3.881,3.9635,2.999,3.11,4.241,3.017,3.24666666666667,3.8665,2.53166666666667,2.72566666666667,3.2805,1.865,2.37033333333333,2.501,2.538,2.68,2.4445
2.964,3.26866666666667,3.4705,2.977,3.103,3.174,2.86666666666667,2.75966666666667,2.9855,3.067,3.26733333333333,3.8105,2.77733333333333,3.233,2.6295,1.951,2.589,2.7135
2.627,2.88333333333333,2.6975,3.35533333333333,3.40266666666667,3.1545,2.82233333333333,2.682,2.348,4.30933333333333,3.61,3.5765,4.282,3.69533333333333,3.8525,3.46333333333333,3.80433333333333,4.114
2.431,2.26366666666667,2.2795,2.75033333333333,3.33,2.691,2.265,3.08433333333333,2.9005,3.09133333333333,3.677,4.7475,2.29333333333333,2.474,3.0235,1.309,2.085,2.4945
3.063,2.87,2.986,2.596,2.621,2.905,3.18,3.43466666666667,3.1315,3.16866666666667,3.36533333333333,4.1845,3.225,3.87533333333333,3.422,2.35533333333333,2.902,2.6235
1.584,2.527,2.2825,2.09133333333333,2.35133333333333,2.155,2.97366666666667,2.24666666666667,2.4555,2.228,3.53366666666667,3.246,2.50666666666667,3.351,2.2545,2.29333333333333,2.83766666666667,2.6645
1.61366666666667,1.69466666666667,1.907,2.23166666666667,2.49633333333333,2.1355,2.649,2.88333333333333,2.654,2.66333333333333,2.71466666666667,2.4815,2.31333333333333,2.96133333333333,2.642,2.84766666666667,3.15566666666667,2.787
2.61166666666667,2.24766666666667,3.005,2.61633333333333,2.775,2.3195,3.402,2.913,3.181,2.485,2.397,2.8865,1.83766666666667,2.74166666666667,2.45,1.76166666666667,2.36333333333333,2.405
3.207,3.61366666666667,4.3875,3.10533333333333,3.27333333333333,4.055,3.847,3.43766666666667,3.526,3.62766666666667,3.47466666666667,4.4595,3.48033333333333,3.795,2.975,2.404,2.76933333333333,2.834
1.96766666666667,2.18366666666667,2.5305,1.93833333333333,2.88533333333333,1.944,2.686,3.16333333333333,2.95,2.59733333333333,3.84166666666667,3.7465,3.307,3.56433333333333,3.4795,3.44933333333333,3.95633333333333,3.8275
2.87966666666667,2.77933333333333,3.2295,2.47466666666667,2.90266666666667,2.7085,2.61,2.80733333333333,3.06,3.09066666666667,3.38333333333333,2.92,1.821,2.36533333333333,2.8465,2.48166666666667,2.85833333333333,3.0745
1.756,2.54166666666667,2.572,1.989,2.87833333333333,2.677,3.328,4.15533333333333,3.8565,2.88733333333333,3.157,3.372,2.71966666666667,3.17333333333333,2.1745,2.457,3.63333333333333,2.5235
2.09266666666667,2.252,3.0715,2.31366666666667,2.53133333333333,2.316,2.01966666666667,2.47866666666667,3.2335,3.22133333333333,3.67266666666667,3.7715,3.081,3.20566666666667,3.2255,2.875,2.48166666666667,3.327
2.84966666666667,2.67966666666667,2.3515,2.32066666666667,2.49833333333333,2.435,2.81266666666667,3.09,2.544,3.85566666666667,4.033,3.6195,3.823,3.911,3.8065,3.74233333333333,4.186,3.361
2.50433333333333,3.22166666666667,3.397,2.30533333333333,3.33833333333333,3.4755,1.71166666666667,2.545,2.773,2.561,2.72966666666667,2.5445,2.786,2.72166666666667,2.1985,2.69466666666667,2.01666666666667,2.106
2.59866666666667,2.13433333333333,2.4615,2.78933333333333,2.474,2.887,2.55066666666667,2.45966666666667,2.5735,2.834,2.91733333333333,2.761,3.30766666666667,3.06833333333333,2.992,2.716,2.29333333333333,2.4605
2.90333333333333,3.38433333333333,3.7425,2.91666666666667,3.01,4.065,2.10733333333333,2.739,3.3695,3.024,3.017,3.3125,2.668,3.17833333333333,3.4235,3.35066666666667,3.32366666666667,3.7125
1.82233333333333,2.74933333333333,2.69,2.309,3.186,3.6335,1.87766666666667,2.93933333333333,2.403,3.702,4.06966666666667,3.963,3.56366666666667,3.13533333333333,2.942,3.011,3.15433333333333,2.9435
2.58866666666667,2.28166666666667,2.793,3.117,2.746,1.7755,3.04533333333333,1.916,2.4765,3.77433333333333,2.734,3.839,3.93233333333333,3.57066666666667,4.1925,3.64833333333333,3.33666666666667,3.675
2.69733333333333,2.35766666666667,2.74,2.70866666666667,2.73633333333333,2.669,2.60866666666667,2.82233333333333,2.8805,2.66933333333333,3.29233333333333,3.5205,2.987,2.58866666666667,3.028,2.53833333333333,2.53033333333333,2.677
2.66433333333333,2.60233333333333,3.616,3.51533333333333,3.52966666666667,3.3835,3.25966666666667,2.95366666666667,3.1095,3.329,3.56,4.002,3.67733333333333,3.389,3.35,2.76333333333333,3.371,2.937
2.893,2.53766666666667,2.627,3.09033333333333,3.64433333333333,3.246,2.61,3.125,2.816,3.63266666666667,3.58966666666667,3.571,3.586,3.586,3.265,3.392,3.53333333333333,3.618
2.43833333333333,2.567,2.492,2.25933333333333,2.35733333333333,2.4695,2.789,2.90466666666667,3.2415,2.908,3.388,2.3335,2.808,3.23266666666667,2.9265,2.58933333333333,2.64733333333333,2.7675
2.25,2.46066666666667,2.571,2.04933333333333,2.99733333333333,2.5165,2.26466666666667,3.08966666666667,2.8315,2.11,2.13966666666667,2.9255,2.593,2.67666666666667,3.5435,3.524,3.364,3.8505
3.214,3.863,3.1425,2.12233333333333,2.81866666666667,2.9205,2.39066666666667,2.38433333333333,3.2665,2.989,3.75233333333333,3.443,3.433,3.61366666666667,3.0475,2.92166666666667,3.04566666666667,1.583
2.709,3.117,2.732,3.15033333333333,3.26866666666667,3.618,2.901,3.38766666666667,3.135,3.76966666666667,4.15733333333333,3.1665,3.34533333333333,3.796,3.7655,3.879,3.79333333333333,3.118
3.28733333333333,3.32366666666667,3.4005,2.868,2.981,2.997,3.59766666666667,3.50133333333333,3.2225,2.953,3.633,2.795,3.683,3.648,3.281,2.352,2.67266666666667,1.8455
3.35133333333333,3.51366666666667,3.099,3.286,3.21666666666667,3.6725,2.75633333333333,2.828,3.371,2.64933333333333,3.19066666666667,2.69,3.20833333333333,3.70533333333333,3.303,3.41,3.26933333333333,3.4045
3.09966666666667,3.558,3.496,3.171,3.844,3.4335,2.85366666666667,2.809,2.8915,2.54433333333333,2.78466666666667,3.059,2.304,2.85133333333333,3.052,2.635,2.92633333333333,2.486
